TelematicsId,Vehicle_Id,VehicleVIN,VehicleMake,VehicleModel,TelematicsDeviceId,Timestamp,Latitude,Longitude,LocationCity,Speed,RPM,FuelLevel,FuelConsumption,BatteryLevel,EngineTemp,OilPressure,Odometer,TripDistance,TirePressure_FL,TirePressure_FR,TirePressure_RL,TirePressure_RR,IsEngineOn,IsMoving,Acceleration,HarshBraking,RapidAcceleration,Idling,DiagnosticCode,AlertType,AlertSeverity,ConnectionStatus,SignalStrength,data_source
TEL_000305,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-28 23:02:14,18.542829,73.757883,Pune,0,751,96,0.00,0,99,48,2229,38.68,36,34,34,33,true,false,0.00,false,false,false,P0128,Engine Check,Critical,Weak Signal,33,synthetic
TEL_000306,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-31 20:03:14,18.464480,73.787562,Pune,111,3132,82,10.79,0,105,35,2220,13.73,35,31,30,31,true,true,0.80,true,false,false,,None,None,Connected,90,synthetic
TEL_000307,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-31 06:51:14,18.475391,73.842488,Pune,53,2022,47,9.17,0,87,36,2233,16.66,28,31,29,35,true,true,-0.88,false,false,false,,None,None,Weak Signal,63,synthetic
TEL_000308,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-29 00:00:14,18.463011,73.782558,Pune,72,2577,73,11.15,0,90,43,2238,23.04,30,36,32,29,true,true,0.20,false,false,false,,Low Tire Pressure,Warning,Intermittent,39,synthetic
TEL_000309,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-31 17:29:14,18.452214,73.788889,Pune,0,691,96,0.00,0,104,30,2250,13.30,29,29,31,34,true,false,0.00,false,false,false,,None,None,Connected,70,synthetic
TEL_000310,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-31 09:33:14,18.511165,73.871869,Pune,112,3231,26,5.15,0,91,58,2239,33.83,33,31,31,32,true,true,1.27,false,false,false,,None,None,Weak Signal,43,synthetic
TEL_000311,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-25 17:24:14,18.524005,73.865644,Pune,44,2849,80,6.60,0,101,36,2255,38.45,36,32,35,30,true,true,0.02,true,false,false,,Low Fuel,None,Intermittent,36,synthetic
TEL_000312,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-30 00:41:14,18.460557,73.866261,Pune,0,0,83,0.00,0,24,0,2266,31.55,30,33,32,34,false,false,0.00,false,false,false,,None,None,Connected,87,synthetic
TEL_000313,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-30 03:39:14,18.606853,73.890087,Pune,111,1578,61,5.47,0,93,25,2239,30.10,32,36,35,30,true,true,-0.85,false,false,false,P0171,None,None,Connected,72,synthetic
TEL_000314,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-26 14:47:14,18.532415,73.900073,Pune,114,4407,83,14.64,0,99,40,2236,40.34,29,30,34,33,true,true,-1.61,true,false,false,,None,None,Connected,93,synthetic
TEL_000315,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-26 16:03:14,18.529160,73.816281,Pune,71,3744,86,10.97,0,105,50,2266,19.74,33,29,29,31,true,true,1.41,false,false,false,,None,None,Intermittent,35,synthetic
TEL_000316,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-27 05:00:14,18.607395,73.840608,Pune,109,2373,85,8.06,0,87,53,2274,41.54,30,29,32,28,true,true,-0.83,true,false,false,,None,None,Weak Signal,33,synthetic
TEL_000317,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-29 04:11:14,18.612012,73.765129,Pune,83,3551,61,12.73,0,87,41,2229,29.45,32,32,31,34,true,true,-1.19,false,false,false,,None,None,Weak Signal,50,synthetic
TEL_000318,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-26 11:12:14,18.521724,73.851979,Pune,71,2593,22,11.31,0,88,61,2276,27.37,29,34,35,34,true,true,-0.16,true,false,false,,None,None,Intermittent,49,synthetic
TEL_000319,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-26 19:11:14,18.426641,73.895888,Pune,90,3954,22,11.25,0,100,49,2298,1.85,30,30,34,36,true,true,-1.00,false,false,false,,None,None,Intermittent,45,synthetic
TEL_000320,VEH_035_2,YBY85606M8RY40KA5,Tata,Altroz,TELE_776630,2025-10-28 04:03:14,18.468238,73.898281,Pune,100,2223,49,13.13,0,88,31,2252,34.62,28,30,29,32,true,true,-0.37,true,false,false,,None,None,Weak Signal,44,synthetic
TEL_000321,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-26 06:53:14,28.719558,77.065623,Delhi,0,0,95,0.00,0,39,0,90856,6.30,34,28,30,34,false,false,0.00,false,false,false,,None,None,Connected,64,synthetic
TEL_000322,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-30 00:02:14,28.781333,77.124904,Delhi,49,2940,78,7.94,0,101,47,90860,34.56,33,30,31,34,true,true,-0.60,true,false,false,,None,None,Intermittent,46,synthetic
TEL_000323,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-31 08:09:14,28.745061,77.006727,Delhi,44,2812,84,11.20,0,89,41,90863,2.04,34,36,30,35,true,true,1.58,true,true,false,,None,None,Connected,83,synthetic
TEL_000324,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-25 04:39:14,28.691313,77.114935,Delhi,102,4257,87,7.31,0,80,37,90863,45.30,31,31,36,31,true,true,1.21,true,false,false,,None,None,Connected,87,synthetic
TEL_000325,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-31 02:34:14,28.750317,77.114940,Delhi,0,0,16,0.00,0,33,0,90867,42.99,32,31,35,28,false,false,0.00,false,false,false,,None,None,Connected,93,synthetic
TEL_000326,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-31 02:26:14,28.699996,77.034834,Delhi,76,3747,43,7.23,0,88,25,90862,37.24,35,29,34,34,true,true,0.14,false,false,false,,None,None,Intermittent,66,synthetic
TEL_000327,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-25 16:05:14,28.656129,77.073247,Delhi,0,708,90,0.00,0,105,65,90862,8.01,36,29,36,29,true,false,0.00,false,false,false,,None,None,Weak Signal,49,synthetic
TEL_000328,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-25 11:54:14,28.617805,77.155581,Delhi,96,2256,44,13.77,0,104,29,90873,24.96,34,30,35,31,true,true,-1.35,true,false,false,,None,None,Intermittent,31,synthetic
TEL_000329,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-29 17:00:14,28.638536,77.018800,Delhi,25,4114,91,7.39,0,100,58,90885,30.18,33,30,33,36,true,true,-0.77,false,false,false,,None,None,Connected,71,synthetic
TEL_000330,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-27 05:38:14,28.711966,77.061872,Delhi,74,2542,13,8.04,0,90,43,90875,46.20,30,36,28,30,true,true,0.68,false,false,false,,None,None,Connected,60,synthetic
TEL_000331,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-31 04:47:14,28.753116,77.047225,Delhi,119,2939,14,12.66,0,101,40,90873,25.04,28,32,29,33,true,true,-0.24,true,false,false,,None,None,Connected,74,synthetic
TEL_000332,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-31 19:23:14,28.635381,77.131075,Delhi,0,876,82,0.00,0,82,37,90886,5.20,34,29,35,31,true,false,0.00,false,false,false,,None,None,Intermittent,34,synthetic
TEL_000333,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-11-01 17:54:14,28.640509,77.067775,Delhi,98,2388,85,6.59,0,84,52,90894,43.32,29,28,31,35,true,true,1.08,false,false,false,,None,None,Connected,88,synthetic
TEL_000334,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-29 08:50:14,28.653452,77.038179,Delhi,92,3605,91,8.37,0,97,58,90909,38.35,30,33,31,32,true,true,-1.04,false,false,false,,Battery Low,None,Weak Signal,60,synthetic
TEL_000335,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-28 05:03:14,28.641769,77.138145,Delhi,49,1732,54,5.26,0,104,35,90925,24.52,32,29,28,30,true,true,-1.07,true,false,false,,None,None,Intermittent,70,synthetic
TEL_000336,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-26 11:33:14,28.627556,77.094199,Delhi,26,3694,42,12.79,0,90,53,90883,46.27,32,29,30,36,true,true,0.24,false,false,false,,Low Tire Pressure,Info,Weak Signal,64,synthetic
TEL_000337,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-28 06:12:14,28.638931,77.048588,Delhi,55,3092,53,8.39,0,95,65,90935,16.03,29,36,29,31,true,true,-1.87,true,false,false,,Battery Low,Critical,Weak Signal,36,synthetic
TEL_000338,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-31 07:48:14,28.725890,77.159042,Delhi,57,3292,57,5.39,0,88,62,90932,41.22,29,36,30,31,true,true,-0.01,true,false,false,,None,None,Intermittent,39,synthetic
TEL_000339,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-10-27 21:32:14,28.720751,77.193493,Delhi,46,3583,33,6.46,0,88,37,90895,49.50,34,29,35,34,true,true,-1.44,false,false,false,,Battery Low,None,Intermittent,30,synthetic
TEL_000340,VEH_038_1,ZKT2554013MUWLU91,Maruti Suzuki,Brezza,TELE_322980,2025-11-01 01:44:14,28.790666,77.117260,Delhi,72,1617,80,7.31,0,86,61,90927,43.51,36,30,29,29,true,true,0.20,false,false,false,,None,None,Intermittent,32,synthetic
TEL_000341,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-31 23:09:14,26.885302,75.806248,Jaipur,83,1980,87,11.41,0,92,35,133767,39.91,33,32,29,32,true,true,-1.31,false,false,false,,None,None,Intermittent,63,synthetic
TEL_000342,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-31 17:12:14,26.868016,75.733249,Jaipur,114,2926,48,8.23,0,85,32,133770,26.88,28,36,31,36,true,true,0.18,true,false,false,,None,None,Connected,79,synthetic
TEL_000343,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-31 21:41:14,26.832065,75.875647,Jaipur,57,2502,67,11.54,0,82,25,133769,19.16,33,32,33,32,true,true,-0.86,false,false,false,,None,None,Connected,91,synthetic
TEL_000344,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-27 08:12:14,26.876485,75.751910,Jaipur,116,1583,28,8.81,0,81,55,133776,39.24,28,30,28,29,true,true,-1.51,false,false,false,,None,None,Weak Signal,57,synthetic
TEL_000345,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-25 04:59:14,26.975136,75.688741,Jaipur,95,4420,76,9.24,0,82,33,133776,14.18,30,34,36,34,true,true,-1.22,true,false,false,P0420,None,None,Weak Signal,65,synthetic
TEL_000346,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-11-01 18:09:14,26.918720,75.837357,Jaipur,83,2015,40,9.26,0,92,52,133776,41.32,28,33,28,30,true,true,-1.99,true,false,false,,None,None,Intermittent,55,synthetic
TEL_000347,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-28 06:13:14,26.998537,75.748983,Jaipur,20,4315,18,11.95,0,86,55,133773,23.11,30,30,36,35,true,true,-0.00,false,false,false,,Service Due,None,Intermittent,66,synthetic
TEL_000348,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-25 17:07:14,27.009265,75.871893,Jaipur,90,2679,48,9.46,0,85,65,133781,14.41,29,34,28,30,true,true,-0.73,true,false,false,,Engine Check,Info,Connected,82,synthetic
TEL_000349,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-11-01 10:46:14,27.006146,75.745055,Jaipur,0,0,98,0.00,0,38,0,133805,5.50,32,31,36,29,false,false,0.00,false,false,false,,Low Fuel,None,Intermittent,31,synthetic
TEL_000350,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-29 13:45:14,26.955882,75.733045,Jaipur,0,865,61,0.00,0,94,59,133809,38.25,32,34,30,35,true,false,0.00,false,false,true,P0128,None,None,Intermittent,33,synthetic
TEL_000351,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-24 22:18:14,27.009993,75.845295,Jaipur,103,1732,89,6.03,0,93,42,133793,16.59,34,33,36,28,true,true,-1.29,true,false,false,,None,None,Intermittent,54,synthetic
TEL_000352,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-29 03:50:14,26.844568,75.793328,Jaipur,59,2747,21,13.18,0,95,65,133818,25.75,36,34,34,33,true,true,1.23,false,false,false,,None,None,Intermittent,46,synthetic
TEL_000353,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-11-01 04:50:14,26.907169,75.712800,Jaipur,46,2114,10,12.93,0,105,31,133780,12.15,30,35,33,33,true,true,1.76,false,true,false,,None,None,Connected,75,synthetic
TEL_000354,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-29 17:24:14,26.946718,75.776690,Jaipur,47,2397,12,11.50,0,82,57,133808,13.88,35,29,31,28,true,true,0.58,true,false,false,,Battery Low,Critical,Intermittent,54,synthetic
TEL_000355,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-11-01 04:28:14,26.815200,75.706189,Jaipur,84,2459,46,12.74,0,93,36,133792,47.63,30,31,36,32,true,true,-1.33,false,false,false,,None,None,Connected,68,synthetic
TEL_000356,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-30 22:16:14,26.861921,75.759427,Jaipur,75,1601,14,8.38,0,87,37,133782,1.31,32,34,34,34,true,true,1.16,true,false,false,P0128,None,None,Intermittent,39,synthetic
TEL_000357,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-25 07:28:14,26.891529,75.696867,Jaipur,0,0,36,0.00,0,33,0,133835,11.17,30,30,36,32,false,false,0.00,false,false,false,,None,None,Weak Signal,43,synthetic
TEL_000358,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-26 18:08:14,26.844012,75.767902,Jaipur,52,3729,34,12.40,0,80,64,133840,22.29,31,30,30,32,true,true,-1.63,false,false,false,,Service Due,Warning,Weak Signal,53,synthetic
TEL_000359,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-29 21:36:14,26.840462,75.866594,Jaipur,62,2637,82,10.46,0,103,31,133787,11.90,36,28,34,28,true,true,0.46,false,false,false,,None,None,Connected,72,synthetic
TEL_000360,VEH_038_2,UEP41745NTD4CTHPB,Tata,Tiago,TELE_439580,2025-10-28 10:20:14,26.887895,75.776048,Jaipur,99,3358,70,10.39,0,99,31,133786,30.34,30,32,30,31,true,true,-0.98,false,false,false,,None,None,Weak Signal,58,synthetic
TEL_000361,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-28 13:35:14,27.006229,75.708445,Jaipur,61,2561,91,9.70,0,92,62,6819,39.84,32,29,32,31,true,true,-1.27,false,false,false,,None,None,Connected,95,synthetic
TEL_000362,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-11-01 18:42:14,26.920063,75.739621,Jaipur,30,3192,36,9.81,0,86,35,6822,26.37,28,29,30,35,true,true,0.14,false,false,false,,None,None,Weak Signal,49,synthetic
TEL_000363,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-27 21:03:14,26.824223,75.806788,Jaipur,0,879,76,0.00,0,87,39,6822,47.29,28,29,28,34,true,false,0.00,false,false,true,P0300,None,None,Connected,95,synthetic
TEL_000364,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-29 21:16:14,26.930185,75.750460,Jaipur,59,4430,53,14.40,0,82,42,6827,26.90,32,29,35,28,true,true,1.59,false,false,false,P0420,None,None,Weak Signal,35,synthetic
TEL_000365,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-31 17:17:14,26.966606,75.884968,Jaipur,94,1838,30,7.06,0,94,47,6829,23.81,33,31,31,33,true,true,1.25,false,false,false,,None,None,Weak Signal,50,synthetic
TEL_000366,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-28 16:56:14,26.875489,75.690314,Jaipur,82,2916,89,8.62,0,104,30,6834,0.32,31,31,35,28,true,true,0.90,false,false,false,P0128,Service Due,Info,Weak Signal,67,synthetic
TEL_000367,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-27 14:41:14,26.820194,75.706166,Jaipur,69,3090,82,11.04,0,102,48,6826,23.13,29,35,35,30,true,true,1.54,false,true,false,,None,None,Connected,72,synthetic
TEL_000368,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-28 06:56:14,26.862421,75.704036,Jaipur,23,2891,89,7.38,0,98,55,6832,32.53,33,35,36,28,true,true,-1.25,false,false,false,,None,None,Connected,73,synthetic
TEL_000369,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-30 03:24:14,26.959891,75.753352,Jaipur,0,745,72,0.00,0,88,65,6849,28.05,35,30,32,32,true,false,0.00,false,false,false,,None,None,Connected,77,synthetic
TEL_000370,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-31 14:46:14,26.820438,75.841079,Jaipur,88,4033,54,14.87,0,104,47,6828,44.36,30,36,28,31,true,true,0.98,true,false,false,,None,None,Weak Signal,54,synthetic
TEL_000371,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-30 21:31:14,26.997919,75.725876,Jaipur,116,3879,98,5.66,0,103,62,6853,22.21,30,28,35,29,true,true,1.64,false,false,false,,None,None,Weak Signal,41,synthetic
TEL_000372,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-28 08:27:14,26.923348,75.733901,Jaipur,0,0,66,0.00,0,33,0,6872,4.23,36,28,36,28,false,false,0.00,false,false,false,,None,None,Connected,61,synthetic
TEL_000373,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-27 10:56:14,26.860935,75.773746,Jaipur,29,2733,49,9.11,0,105,45,6875,12.90,33,35,33,34,true,true,0.48,false,false,false,P0300,None,None,Connected,80,synthetic
TEL_000374,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-29 22:15:14,26.901404,75.715728,Jaipur,75,2443,34,7.59,0,84,40,6869,11.10,31,34,33,28,true,true,0.47,true,false,false,,None,None,Intermittent,69,synthetic
TEL_000375,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-31 20:29:14,26.927928,75.744369,Jaipur,88,2322,12,14.66,0,82,45,6855,0.26,29,34,29,30,true,true,-0.34,false,false,false,,None,None,Connected,87,synthetic
TEL_000376,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-27 19:30:14,26.905425,75.875050,Jaipur,76,2950,52,5.73,0,85,52,6866,20.54,29,32,29,34,true,true,-1.72,false,false,false,,None,None,Connected,75,synthetic
TEL_000377,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-30 18:21:14,26.926612,75.698169,Jaipur,95,2300,62,6.07,0,88,55,6840,11.26,31,35,31,28,true,true,0.70,false,false,false,,None,None,Connected,61,synthetic
TEL_000378,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-30 04:14:14,27.006253,75.823352,Jaipur,103,4162,85,11.10,0,82,34,6896,16.21,31,31,33,31,true,true,-0.51,false,false,false,,Battery Low,Critical,Connected,85,synthetic
TEL_000379,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-25 11:06:14,26.895798,75.729010,Jaipur,63,2102,93,9.27,0,98,32,6889,25.92,33,31,36,30,true,true,0.83,false,false,false,,None,None,Weak Signal,30,synthetic
TEL_000380,VEH_039_1,TVN34472KZ9ZH1JL0,Hyundai,i20,TELE_703037,2025-10-31 08:30:14,27.009586,75.805716,Jaipur,73,1601,76,10.69,0,85,65,6861,16.71,30,30,31,35,true,true,-1.42,true,false,false,,Engine Check,Info,Weak Signal,36,synthetic
TEL_000381,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-27 12:53:14,17.305675,78.583928,Hyderabad,51,4136,16,7.43,0,97,35,90053,27.92,35,36,35,29,true,true,-1.34,false,false,false,,None,None,Weak Signal,36,synthetic
TEL_000382,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-11-01 15:10:14,17.468678,78.562680,Hyderabad,55,4070,27,9.55,0,103,62,90055,42.88,33,29,32,34,true,true,-0.22,false,false,false,,None,None,Connected,81,synthetic
TEL_000383,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-26 08:08:14,17.387813,78.397893,Hyderabad,78,2429,33,7.99,0,83,55,90061,15.38,35,29,35,35,true,true,-1.42,true,false,false,,None,None,Connected,83,synthetic
TEL_000384,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-29 02:20:14,17.373676,78.551568,Hyderabad,109,3467,17,5.51,0,98,45,90066,19.19,28,31,35,28,true,true,1.05,true,false,false,P0128,None,None,Connected,79,synthetic
TEL_000385,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-29 23:00:14,17.384474,78.475723,Hyderabad,53,2303,48,6.09,0,105,62,90060,48.52,31,32,35,30,true,true,0.23,true,false,false,,None,None,Intermittent,50,synthetic
TEL_000386,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-24 23:39:14,17.285106,78.402568,Hyderabad,0,650,52,0.00,0,97,38,90077,16.97,31,29,29,31,true,false,0.00,false,false,false,,None,None,Weak Signal,59,synthetic
TEL_000387,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-27 20:35:14,17.459063,78.503518,Hyderabad,0,692,85,0.00,0,99,50,90074,19.95,33,36,29,33,true,false,0.00,false,false,false,,None,None,Intermittent,66,synthetic
TEL_000388,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-25 17:49:14,17.471159,78.559381,Hyderabad,36,3146,12,13.95,0,92,49,90061,42.09,33,29,35,29,true,true,0.10,false,false,false,,None,None,Intermittent,42,synthetic
TEL_000389,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-30 18:16:14,17.314628,78.419966,Hyderabad,99,1995,52,7.75,0,102,42,90089,28.74,29,29,34,34,true,true,1.24,false,false,false,,None,None,Connected,92,synthetic
TEL_000390,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-29 18:42:14,17.329155,78.521284,Hyderabad,0,0,91,0.00,0,21,0,90085,25.45,30,35,33,35,false,false,0.00,false,false,false,,None,None,Weak Signal,70,synthetic
TEL_000391,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-30 09:47:14,17.398923,78.407355,Hyderabad,40,3020,55,13.67,0,96,63,90073,40.84,32,28,32,28,true,true,1.07,false,false,false,P0442,None,None,Weak Signal,36,synthetic
TEL_000392,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-28 09:18:14,17.463909,78.463186,Hyderabad,105,1804,65,12.39,0,101,27,90092,40.03,29,33,30,31,true,true,-1.57,false,false,false,,None,None,Weak Signal,47,synthetic
TEL_000393,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-25 00:41:14,17.388059,78.539745,Hyderabad,0,0,33,0.00,0,33,0,90080,32.57,28,36,30,31,false,false,0.00,false,false,false,,None,None,Intermittent,59,synthetic
TEL_000394,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-25 01:11:14,17.375716,78.423634,Hyderabad,71,3916,96,11.38,0,80,32,90117,12.79,36,32,35,29,true,true,1.45,true,false,false,,None,None,Intermittent,42,synthetic
TEL_000395,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-30 04:00:14,17.390107,78.581623,Hyderabad,0,0,11,0.00,0,27,0,90070,22.47,36,32,36,29,false,false,0.00,false,false,false,P0128,None,None,Connected,92,synthetic
TEL_000396,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-25 07:25:14,17.419098,78.584569,Hyderabad,0,0,73,0.00,0,22,0,90078,5.95,32,29,36,31,false,false,0.00,false,false,false,,None,None,Intermittent,34,synthetic
TEL_000397,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-26 23:57:14,17.360642,78.502037,Hyderabad,80,3956,18,7.90,0,81,52,90130,33.76,30,30,31,29,true,true,-0.64,true,false,false,,None,None,Connected,74,synthetic
TEL_000398,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-28 21:54:14,17.461774,78.393738,Hyderabad,69,2929,68,5.85,0,87,57,90099,4.83,35,36,34,30,true,true,1.39,false,false,false,,None,None,Connected,92,synthetic
TEL_000399,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-27 08:27:14,17.461307,78.567847,Hyderabad,0,0,57,0.00,0,30,0,90112,8.27,33,36,31,30,false,false,0.00,false,false,false,,None,None,Intermittent,45,synthetic
TEL_000400,VEH_043_1,JRG477338CAV171PV,Hyundai,Venue,TELE_815946,2025-10-26 01:55:14,17.416713,78.512244,Hyderabad,60,3559,81,10.41,0,88,58,90127,27.25,36,35,35,28,true,true,0.61,false,false,false,,None,None,Connected,72,synthetic
TEL_000401,VEH_045_1,JUK64504N1JBEUSGT,Toyota,Innova Crysta,TELE_773230,2025-10-28 09:29:14,22.582061,88.383015,Kolkata,0,871,73,0.00,0,102,45,17576,0.21,29,30,32,29,true,false,0.00,false,false,true,P0420,None,None,Intermittent,69,synthetic
